Slug,Product Description,Gallery
focus-5,"<p dir=""auto"">Focus 5 is a discreet yet powerful stage bi-amp monitor featuring a 15 in LF coaxial driver. Designed for performers prioritizing comfort and clarity, it offers bi-amp connectivity for precise sound control and includes pole mount compatibility for DJ, backline, and FOH applications.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15 in coaxial driver, bi-amp connectivity</p></li><li data-preset-tag=""p""><p>137 dB peak SPL, 40 x 80 degrees coverage</p></li><li data-preset-tag=""p""><p>35mm pole adapter compatible</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0001-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0003-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0004-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0005-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0006-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0007-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0008-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0010-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0011-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/FOCUS/Focus_5_0012-1000x1000.jpg"
air-c8,"<p dir=""auto"">The most powerful AIR-C8 has a long-excursion 8-inch woofer and an HF driver on a rotatable horn. It is compatible with horizontal and vertical adjustable mountings and is available in 8 and 16 Ohm versions for optimal wiring and amplifier connection.</p><ul dir=""auto""><li data-preset-tag=""p""><p>8-inch long-excursion LF driver with 1.35-inch VC HF on rotatable horn</p></li><li data-preset-tag=""p""><p>90 x 60 degrees coverage, 128 dB max SPL, 200 W</p></li><li data-preset-tag=""p""><p>IP54 Polycomp enclosure with VESA 75 x 75 mounting</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-back-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-front-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-iso-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-main-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-side-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C8-top-WH-1000x1000.jpg"
air-152,"<p dir=""auto"">The AIR-152 is a passive installation loudspeaker built around a 15-inch coaxial driver, with multiple mounting-hardware options for fixed installs.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15-inch coaxial driver</p></li><li data-preset-tag=""p""><p>Installation-focused with versatile mounting</p></li><li data-preset-tag=""p""><p>IP variant available for outdoor use</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-top-1000x1000.jpg"
air-152-ip,"<h3 dir=""auto"">15-inch coaxial install speaker, ready for the weather</h3><p dir=""auto"">The AIR-152 IP is the weather-resistant version of MAG Audio's AIR-152 installation loudspeaker. Built around a single 15-inch coaxial driver, the cabinet is carefully optimised so a full-range box fits neatly into demanding interiors and exteriors without compromising voicing or directivity.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15-inch coaxial driver, 80° x 80° conical dispersion</p></li><li data-preset-tag=""p""><p>600 W nominal power, 134 dB Max SPL</p></li><li data-preset-tag=""p""><p>IP54 weather protection for indoor and outdoor installs</p></li><li data-preset-tag=""p""><p>4 / 8 Ohm switchable impedance</p></li><li data-preset-tag=""p""><p>VESA 100 x 100 plus multiple M10 mounting points</p></li></ul><p dir=""auto"">Compact and lightweight at 25.5 kg, the AIR-152 IP is aimed at retail, leisure, hospitality, sports and outdoor venues where a discreet, install-friendly full-range cabinet has to keep working in every season.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-152-WH-top-1000x1000.jpg"
sub-15a,"<p dir=""auto"">Sub 15A is a low-profile 15 in powered subwoofer designed to reinforce full-range speakers. Combines light weight, significant sound pressure output, and compact dimensions with a built-in 1400 W Class D amplifier - ideal for mobile professionals seeking transportable sound reinforcement.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15 in driver with built-in 1400 W Class D amplifier</p></li><li data-preset-tag=""p""><p>134 dB max SPL, 35-170 Hz response</p></li><li data-preset-tag=""p""><p>XLR input/output and onboard DSP</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Architecture/Sub-15A-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Architecture/Sub-15A-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Architecture/Sub-15A-side-1000x1000.jpg"
nx-10,"<p dir=""auto"">The NX 10 is a compact passive full-range loudspeaker in the NX series, suited to portable sound reinforcement and installation where a smaller format is needed.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Compact 10-inch full-range NX-series speaker</p></li><li data-preset-tag=""p""><p>Passive, pole-mountable</p></li><li data-preset-tag=""p""><p>Touring and installation use</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-wh-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-wh-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-wh-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-wh-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-wh-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/NX-series/NX-10-wh-top-1000x1000.jpg"
sub-18,"<p dir=""auto"">Sub 18 is advised for mobile speaker sets and fixed installations alike due to high performance, low weight, and compact dimensions. Features an 18 in neodymium woofer with extended low-frequency capability, delivering 140 dB peak SPL.</p><ul dir=""auto""><li data-preset-tag=""p""><p>18 in neodymium woofer with 4 in voice coil</p></li><li data-preset-tag=""p""><p>140 dB peak SPL, 33-300 Hz response</p></li><li data-preset-tag=""p""><p>1000 W nominal power, 4/8 Ohm</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-font-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-18-with-wheels-1000x1000.jpg"
sting-8-ip-114,"<h3 dir=""auto"">Weather-resistant dual-8 point-source, 110-degree horn</h3><p dir=""auto"">The STING 8 IP - 114 is the IP54 weather-resistant version of the STING 8 point-source loudspeaker fitted with the wide-coverage (110 x 40 / 40 x 110) rotatable horn. Two 8-inch neodymium woofers couple with a 1.5-inch neodymium HF driver for an even, broad throw outdoors.</p><ul dir=""auto""><li data-preset-tag=""p""><p>2 x 8-inch neodymium woofers with 2.5-inch voice coils</p></li><li data-preset-tag=""p""><p>1.5-inch neodymium HF driver with 2.8-inch voice coil</p></li><li data-preset-tag=""p""><p>600 W nominal power, 135 dB Max SPL</p></li><li data-preset-tag=""p""><p>110° x 40° rotatable horn for wide vertical or horizontal coverage</p></li><li data-preset-tag=""p""><p>IP54 weather protection; 2 x VESA 100 x 100 plus 4 x M8 mounts</p></li></ul><p dir=""auto"">The 114-degree variant suits wide audiences - covered terraces, plazas, parade routes, theme parks and outdoor pop-up venues where a single box has to cover as much area as possible.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8%2BLNK-%2B-Sting-8-far-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-FL-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-HA-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-PM-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-UB-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-%2B-ST8-UB-delay-2-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-%2B-ST8-UB-frontfill-2-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-2x-%2B-ST8-LNK-3-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-2x-on-stands-1-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-back-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-iso-no-grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-back-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-top-1000x1000.jpg"
sting-8-ip-74,"<h3 dir=""auto"">Weather-resistant dual-8 point-source, 74-degree horn</h3><p dir=""auto"">The STING 8 IP - 74 is the IP54 weather-resistant version of the STING 8 point-source loudspeaker, fitted with the 74-degree (70 x 40) coverage horn for focused throw. Two 8-inch neodymium woofers couple with a 1.5-inch neodymium HF driver in a coherent point-source design that holds its tonality outdoors.</p><ul dir=""auto""><li data-preset-tag=""p""><p>2 x 8-inch neodymium woofers with 2.5-inch voice coils</p></li><li data-preset-tag=""p""><p>1.5-inch neodymium HF driver with 2.8-inch voice coil</p></li><li data-preset-tag=""p""><p>600 W nominal power, 135 dB Max SPL</p></li><li data-preset-tag=""p""><p>74-degree (70 x 40) rotatable horn for vertical or horizontal install</p></li><li data-preset-tag=""p""><p>IP54 weather protection in a 19.8 kg cabinet</p></li></ul><p dir=""auto"">The STING 8 IP - 74 is aimed at fixed installs that need a focused throw - covered terraces, outdoor stages, sports venues, theme parks and theatre under-balcony fills.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8%2BLNK-%2B-Sting-8-far-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-FL-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-HA-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-PM-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/ST8-UB-%2B-Sting-8-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-%2B-ST8-UB-delay-2-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-%2B-ST8-UB-frontfill-2-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-2x-%2B-ST8-LNK-3-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/Sting-8-2x-on-stands-1-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-back-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-iso-no-grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-BK-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-back-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Sting-series/STING-8-WH-top-1000x1000.jpg"
air-c6,"<p dir=""auto"">Packing a powerful punch, AIR-C6 is based on a 6.5-inch woofer and an HF driver on a rotatable horn. This installation speaker offers versatile mounting and is available in 8 and 16 Ohm versions for flexible amplifier connection.</p><ul dir=""auto""><li data-preset-tag=""p""><p>6.5-inch LF driver with 1.35-inch VC HF on rotatable horn</p></li><li data-preset-tag=""p""><p>90 x 60 degrees coverage, 125 dB max SPL, 150 W</p></li><li data-preset-tag=""p""><p>IP54 Polycomp enclosure with VESA 75 x 75 mounting</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-back-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-front-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-iso-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-main-WH%20-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-side-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C6-top-WH-1000x1000.jpg"
